,NodeType,Env_obj,Env_obj_main,Target,Env_obj_number,Objective,Target.species,PU,link
1180,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Lower.Darling.River...Darling.Anabranch.18,1
1181,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Lower.Darling.River...Darling.Anabranch.19,1
1182,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Upper.Murray..Murray.source.to.Hume.dam..20,1
1183,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Upper.Murray..Murray.source.to.Hume.dam..21,1
1184,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Upper.Murray..Murray.source.to.Hume.dam..22,1
1185,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Upper.Murray..Murray.source.to.Hume.dam..23,1
1186,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Upper.Murray..Murray.source.to.Hume.dam..24,1
1187,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Upper.Murray..Murray.source.to.Hume.dam..25,1
1188,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Upper.Murray..Murray.source.to.Hume.dam..26,1
1189,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Upper.Murray..Murray.source.to.Hume.dam..27,1
1190,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Upper.Murray..Murray.source.to.Hume.dam..28,1
1191,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Upper.Murray..Murray.source.to.Hume.dam..29,1
1192,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Upper.Murray..Murray.source.to.Hume.dam..30,1
1193,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Upper.Murray..Murray.source.to.Hume.dam..31,1
1194,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Mid.Murray.and.Edward.Wakool.32,1
1195,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Mid.Murray.and.Edward.Wakool.33,1
1196,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Mid.Murray.and.Edward.Wakool.34,1
1197,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Mid.Murray.and.Edward.Wakool.35,1
1198,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Mid.Murray.and.Edward.Wakool.36,1
952,Environmental objective,NF7,NF,Native fish,7,Increase the prevalence and/or expand the population of key short to moderate-lived floodplain specialist native fish species into new areas (within historical range),olive perchlet1,Mid.Murray.1,0
1200,Environmental objective,NV2a,NV,Native vegetation,2a,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,"Non-woody vegetation communities within semi-permanent, intermittent, temporal & ephemeral wetland & floodplain areas",Mid.Murray.2,1
1201,Environmental objective,NV2a,NV,Native vegetation,2a,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,"Non-woody vegetation communities within semi-permanent, intermittent, temporal & ephemeral wetland & floodplain areas",Mid.Murray.3,1
1202,Environmental objective,NV2a,NV,Native vegetation,2a,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,"Non-woody vegetation communities within semi-permanent, intermittent, temporal & ephemeral wetland & floodplain areas",Mid.Murray.4,1
1203,Environmental objective,NV2a,NV,Native vegetation,2a,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,"Non-woody vegetation communities within semi-permanent, intermittent, temporal & ephemeral wetland & floodplain areas",Edward.Wakool.5,1
1204,Environmental objective,NV2a,NV,Native vegetation,2a,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,"Non-woody vegetation communities within semi-permanent, intermittent, temporal & ephemeral wetland & floodplain areas",Edward.Wakool.6,1
1205,Environmental objective,NV2a,NV,Native vegetation,2a,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,"Non-woody vegetation communities within semi-permanent, intermittent, temporal & ephemeral wetland & floodplain areas",Edward.Wakool.7,1
1206,Environmental objective,NV2a,NV,Native vegetation,2a,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,"Non-woody vegetation communities within semi-permanent, intermittent, temporal & ephemeral wetland & floodplain areas",Lower.Murray.8,1
1207,Environmental objective,NV2a,NV,Native vegetation,2a,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,"Non-woody vegetation communities within semi-permanent, intermittent, temporal & ephemeral wetland & floodplain areas",Lower.Murray.9,1
1208,Environmental objective,NV2a,NV,Native vegetation,2a,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,"Non-woody vegetation communities within semi-permanent, intermittent, temporal & ephemeral wetland & floodplain areas",Lower.Murray.10,1
